;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 13/07/2018 10:16:16
;----------------------------------------------

;Address Opcode 	ASM
____SysVT:
0x9FC01180	0x0B4003F8  J	___GenExcept
0x9D000B58	0x0F400051  JAL	_UART2_Write_Text+0
0x9D000B5C	0x37390000  ORI	R25, R25, lo_addr(?lstr3_MENU_LCD+0)
;MENU_LCD.c, 155 :: 		if( Func != NULL )
0x9D000B60	0x10A0000B  BEQ	R5, R0, L_Menu_main23
0x9D000B64	0x70000000  NOP	
L__Menu_main54:
;MENU_LCD.c, 158 :: 		Func( MenuAtual[selecao]->Parms );
0x9D000B68	0x90228015  LBU	R2, Offset(MENU_LCD_selecao+0)(GP)
0x9D000B6C	0x00021880  SLL	R3, R2, 2
0x9D000B70	0x8C228094  LW	R2, Offset(MENU_LCD_MenuAtual+0)(GP)
0x9D000B74	0x00431021  ADDU	R2, R2, R3
0x9D000B78	0x8C420000  LW	R2, 0(R2)
0x9D000B7C	0x24420018  ADDIU	R2, R2, 24
0x9D000B80	0xAFA5000C  SW	R5, 12(SP)
0x9D000B84	0x00A0F809  JALR	RA, R5
0x9D000B88	0x90590000  LBU	R25, 0(R2)
; Func end address is: 20 (R5)
0x9D000B8C	0x8FA5000C  LW	R5, 12(SP)
;MENU_LCD.c, 159 :: 		}
L_Menu_main23:
;MENU_LCD.c, 162 :: 		if( MenuAtual[selecao]->mItem != NULL )
0x9D000B90	0x90228015  LBU	R2, Offset(MENU_LCD_selecao+0)(GP)
0x9D000B94	0x00021880  SLL	R3, R2, 2
0x9D000B98	0x8C228094  LW	R2, Offset(MENU_LCD_MenuAtual+0)(GP)
0x9D000B9C	0x00431021  ADDU	R2, R2, R3
0x9D000BA0	0x8C420000  LW	R2, 0(R2)
0x9D000BA4	0x8C420000  LW	R2, 0(R2)
0x9D000BA8	0x10400012  BEQ	R2, R0, L_Menu_main24
0x9D000BAC	0x70000000  NOP	
L__Menu_main56:
;MENU_LCD.c, 165 :: 		*MenuAnterior++ = MenuAtual;
0x9D000BB0	0x8C238094  LW	R3, Offset(MENU_LCD_MenuAtual+0)(GP)
0x9D000BB4	0x8C2280C8  LW	R2, Offset(MENU_LCD_MenuAnterior+0)(GP)
0x9D000BB8	0xAC430000  SW	R3, 0(R2)
0x9D000BBC	0x8C2280C8  LW	R2, Offset(MENU_LCD_MenuAnterior+0)(GP)
0x9D000BC0	0x24420004  ADDIU	R2, R2, 4
0x9D000BC4	0xAC2280C8  SW	R2, Offset(MENU_LCD_MenuAnterior+0)(GP)
;MENU_LCD.c, 167 :: 		MenuAtual = MenuAtual[selecao]->mItem;
0x9D000BC8	0x90228015  LBU	R2, Offset(MENU_LCD_selecao+0)(GP)
0x9D000BCC	0x00021880  SLL	R3, R2, 2
0x9D000BD0	0x8C228094  LW	R2, Offset(MENU_LCD_MenuAtual+0)(GP)
0x9D000BD4	0x00431021  ADDU	R2, R2, R3
0x9D000BD8	0x8C420000  LW	R2, 0(R2)
0x9D000BDC	0x8C420000  LW	R2, 0(R2)
0x9D000BE0	0xAC228094  SW	R2, Offset(MENU_LCD_MenuAtual+0)(GP)
;MENU_LCD.c, 169 :: 		selecao = 0;
0x9D000BE4	0xA0208015  SB	R0, Offset(MENU_LCD_selecao+0)(GP)
;MENU_LCD.c, 170 :: 		MostrarItens( MenuAtual, selecao );
0x9D000BE8	0x0000D00A  MOVZ	R26, R0, R0
0x9D000BEC	0x0F400097  JAL	MENU_LCD_MostrarItens+0
0x9D000BF0	0x0040C80A  MOVZ	R25, R2, R0
;MENU_LCD.c, 171 :: 		}
L_Menu_main24:
;MENU_LCD.c, 175 :: 		} break;
0x9D000BF4	0x0B400324  J	L_Menu_main18
0x9D000BF8	0x70000000  NOP	
;MENU_LCD.c, 179 :: 		case key_CANCELA: {
L_Menu_main25:
;MENU_LCD.c, 181 :: 		UART2_Write_Text("\r\nCANCELA!");
0x9D000BFC	0x3C19A000  LUI	R25, hi_addr(?lstr4_MENU_LCD+0)
0x9D000C00	0x0F400051  JAL	_UART2_Write_Text+0
0x9D000C04	0x37390088  ORI	R25, R25, lo_addr(?lstr4_MENU_LCD+0)
;MENU_LCD.c, 183 :: 		selecao = 0;
0x9D000C08	0xA0208015  SB	R0, Offset(MENU_LCD_selecao+0)(GP)
;MENU_LCD.c, 185 :: 		if( ((unsigned*)&MenuAnterior)[0] > (unsigned)&Stack )
0x9D000C0C	0x340200A8  ORI	R2, R0, lo_addr(MENU_LCD_Stack+0)
0x9D000C10	0x3043FFFF  ANDI	R3, R2, 65535
0x9D000C14	0x942280C8  LHU	R2, Offset(MENU_LCD_MenuAnterior+0)(GP)
0x9D000C18	0x0062102B  SLTU	R2, R3, R2
0x9D000C1C	0x10400009  BEQ	R2, R0, L_Menu_main26
0x9D000C20	0x70000000  NOP	
L__Menu_main57:
;MENU_LCD.c, 188 :: 		MenuAtual = *--MenuAnterior;
0x9D000C24	0x8C2280C8  LW	R2, Offset(MENU_LCD_MenuAnterior+0)(GP)
0x9D000C28	0x2442FFFC  ADDIU	R2, R2, -4
0x9D000C2C	0xAC2280C8  SW	R2, Offset(MENU_LCD_MenuAnterior+0)(GP)
0x9D000C30	0x8C420000  LW	R2, 0(R2)
0x9D000C34	0xAC228094  SW	R2, Offset(MENU_LCD_MenuAtual+0)(GP)
;MENU_LCD.c, 189 :: 		MostrarItens( MenuAtual, selecao );
0x9D000C38	0x903A8015  LBU	R26, Offset(MENU_LCD_selecao+0)(GP)
0x9D000C3C	0x0F400097  JAL	MENU_LCD_MostrarItens+0
0x9D000C40	0x0040C80A  MOVZ	R25, R2, R0
;MENU_LCD.c, 190 :: 		}
L_Menu_main26:
;MENU_LCD.c, 193 :: 		} break;
0x9D000C44	0x0B400324  J	L_Menu_main18
0x9D000C48	0x70000000  NOP	
;MENU_LCD.c, 196 :: 		}
L_Menu_main17:
0x9D000C4C	0x93A40010  LBU	R4, 16(SP)
0x9D000C50	0x308300FF  ANDI	R3, R4, 255
0x9D000C54	0x3402002B  ORI	R2, R0, 43
0x9D000C58	0x1062FF9F  BEQ	R3, R2, L_Menu_main19
0x9D000C5C	0x70000000  NOP	
L__Menu_main59:
0x9D000C60	0x308300FF  ANDI	R3, R4, 255
0x9D000C64	0x3402002D  ORI	R2, R0, 45
0x9D000C68	0x1062FFAD  BEQ	R3, R2, L_Menu_main21
0x9D000C6C	0x70000000  NOP	
L__Menu_main61:
0x9D000C70	0x308300FF  ANDI	R3, R4, 255
0x9D000C74	0x3402003E  ORI	R2, R0, 62
0x9D000C78	0x1062FFAE  BEQ	R3, R2, L_Menu_main22
0x9D000C7C	0x70000000  NOP	
L__Menu_main63:
0x9D000C80	0x308300FF  ANDI	R3, R4, 255
0x9D000C84	0x3402003C  ORI	R2, R0, 60
0x9D000C88	0x1062FFDC  BEQ	R3, R2, L_Menu_main25
0x9D000C8C	0x70000000  NOP	
L__Menu_main65:
L_Menu_main18:
;MENU_LCD.c, 199 :: 		}
L_end_Menu_main:
0x9D000C90	0x8FBA0008  LW	R26, 8(SP)
0x9D000C94	0x8FB90004  LW	R25, 4(SP)
0x9D000C98	0x8FBF0000  LW	RA, 0(SP)
0x9D000C9C	0x03E00008  JR	RA
0x9D000CA0	0x27BD0014  ADDIU	SP, SP, 20
; end of _Menu_main
_DefinirSaidas:
;MENU_LCD.c, 203 :: 		void DefinirSaidas( char valor )
0x9D000384	0x27BDFFF8  ADDIU	SP, SP, -8
0x9D000388	0xAFBF0000  SW	RA, 0(SP)
;MENU_LCD.c, 205 :: 		UART2_Write_Text("\r\nDefinir Saidas!");
0x9D00038C	0xAFB90004  SW	R25, 4(SP)
0x9D000390	0x3C19A000  LUI	R25, hi_addr(?lstr5_MENU_LCD+0)
0x9D000394	0x0F400051  JAL	_UART2_Write_Text+0
0x9D000398	0x37390076  ORI	R25, R25, lo_addr(?lstr5_MENU_LCD+0)
;MENU_LCD.c, 206 :: 		}
L_end_DefinirSaidas:
0x9D00039C	0x8FB90004  LW	R25, 4(SP)
0x9D0003A0	0x8FBF0000  LW	RA, 0(SP)
0x9D0003A4	0x03E00008  JR	RA
0x9D0003A8	0x27BD0008  ADDIU	SP, SP, 8
; end of _DefinirSaidas
_UART2_Write_Text:
;__Lib_UART_123456.c, 161 :: 		
0x9D000144	0x27BDFFF8  ADDIU	SP, SP, -8
0x9D000148	0xAFBF0000  SW	RA, 0(SP)
;__Lib_UART_123456.c, 162 :: 		
; counter start address is: 16 (R4)
0x9D00014C	0x0000200A  MOVZ	R4, R0, R0
;__Lib_UART_123456.c, 164 :: 		
0x9D000150	0x93220000  LBU	R2, 0(R25)
; data_ start address is: 12 (R3)
0x9D000154	0x304300FF  ANDI	R3, R2, 255
; counter end address is: 16 (R4)
; data_ end address is: 12 (R3)
;__Lib_UART_123456.c, 165 :: 		
L_UART2_Write_Text24:
; data_ start address is: 12 (R3)
; counter start address is: 16 (R4)
0x9D000158	0x306200FF  ANDI	R2, R3, 255
0x9D00015C	0x1040000C  BEQ	R2, R0, L_UART2_Write_Text25
0x9D000160	0x70000000  NOP	
L__UART2_Write_Text178:
;__Lib_UART_123456.c, 166 :: 		
0x9D000164	0xAFB90004  SW	R25, 4(SP)
; data_ end address is: 12 (R3)
0x9D000168	0x0F400000  JAL	_UART2_Write+0
0x9D00016C	0x307900FF  ANDI	R25, R3, 255
0x9D000170	0x8FB90004  LW	R25, 4(SP)
;__Lib_UART_123456.c, 167 :: 		
0x9D000174	0x24820001  ADDIU	R2, R4, 1
0x9D000178	0x304400FF  ANDI	R4, R2, 255
;__Lib_UART_123456.c, 168 :: 		
0x9D00017C	0x304200FF  ANDI	R2, R2, 255
0x9D000180	0x03221021  ADDU	R2, R25, R2
0x9D000184	0x90420000  LBU	R2, 0(R2)
; data_ start address is: 12 (R3)
;__Lib_UART_123456.c, 169 :: 		
; counter end address is: 16 (R4)
; data_ end address is: 12 (R3)
0x9D000188	0x0B400056  J	L_UART2_Write_Text24
0x9D00018C	0x304300FF  ANDI	R3, R2, 255
L_UART2_Write_Text25:
;__Lib_UART_123456.c, 170 :: 		
L_end_UART2_Write_Text:
0x9D000190	0x8FBF0000  LW	RA, 0(SP)
0x9D000194	0x03E00008  JR	RA
0x9D000198	0x27BD0008  ADDIU	SP, SP, 8
; end of _UART2_Write_Text
_UART2_Write:
;__Lib_UART_123456.c, 154 :: 		
0x9D000000	0x27BDFFFC  ADDIU	SP, SP, -4
;__Lib_UART_123456.c, 157 :: 		
L_UART2_Write22:
0x9D000004	0x3C1EBF80  LUI	R30, 49024
0x9D000008	0x93C26811  LBU	R2, 26641(R30)
0x9D00000C	0x7C420000  EXT	R2, R2, 0, 1
0x9D000010	0x14400003  BNE	R2, R0, L_UART2_Write23
0x9D000014	0x70000000  NOP	
L__UART2_Write175:
0x9D000018	0x0B400001  J	L_UART2_Write22
0x9D00001C	0x70000000  NOP	
L_UART2_Write23:
;__Lib_UART_123456.c, 158 :: 		
0x9D000020	0x3322FFFF  ANDI	R2, R25, 65535
0x9D000024	0x3C1EBF80  LUI	R30, 49024
0x9D000028	0xAFC26820  SW	R2, 26656(R30)
;__Lib_UART_123456.c, 159 :: 		
L_end_UART2_Write:
0x9D00002C	0x03E00008  JR	RA
0x9D000030	0x27BD0004  ADDIU	SP, SP, 4
; end of _UART2_Write
_AlternarSaidas:
;MENU_LCD.c, 208 :: 		void AlternarSaidas( char valor )
0x9D000468	0x27BDFFF8  ADDIU	SP, SP, -8
0x9D00046C	0xAFBF0000  SW	RA, 0(SP)
;MENU_LCD.c, 210 :: 		UART2_Write_Text("\r\nAlternar Saidas!");
0x9D000470	0xAFB90004  SW	R25, 4(SP)
0x9D000474	0x3C19A000  LUI	R25, hi_addr(?lstr6_MENU_LCD+0)
0x9D000478	0x0F400051  JAL	_UART2_Write_Text+0
0x9D00047C	0x3739005C  ORI	R25, R25, lo_addr(?lstr6_MENU_LCD+0)
;MENU_LCD.c, 211 :: 		}
L_end_AlternarSaidas:
0x9D000480	0x8FB90004  LW	R25, 4(SP)
0x9D000484	0x8FBF0000  LW	RA, 0(SP)
0x9D000488	0x03E00008  JR	RA
0x9D00048C	0x27BD0008  ADDIU	SP, SP, 8
; end of _AlternarSaidas
_KeyRead:
;menu_lcd_read.h, 43 :: 		char KeyRead()
;menu_lcd_read.h, 47 :: 		keyCurrent = keyPressed;
; keyCurrent start address is: 12 (R3)
0x9D000450	0x90238016  LBU	R3, Offset(_keyPressed+0)(GP)
;menu_lcd_read.h, 49 :: 		keyPressed = key_NULL;
0x9D000454	0x3402005F  ORI	R2, R0, 95
0x9D000458	0xA0228016  SB	R2, Offset(_keyPressed+0)(GP)
;menu_lcd_read.h, 51 :: 		return(keyCurrent);
0x9D00045C	0x306200FF  ANDI	R2, R3, 255
; keyCurrent end address is: 12 (R3)
;menu_lcd_read.h, 52 :: 		}
L_end_KeyRead:
0x9D000460	0x03E00008  JR	RA
0x9D000464	0x70000000  NOP	
; end of _KeyRead
___BootStartUp:
;__Lib_System.c, 68 :: 		
0xBFC00000	0x27BDFFFC  ADDIU	SP, SP, -4
;__Lib_System.c, 72 :: 		
0xBFC00004	0x70000000  NOP	
;__Lib_System.c, 73 :: 		
0xBFC00008	0x70000000  NOP	
;__Lib_System.c, 74 :: 		
0xBFC0000C	0x70000000  NOP	
;__Lib_System.c, 75 :: 		
0xBFC00010	0x70000000  NOP	
;__Lib_System.c, 76 :: 		
0xBFC00014	0x70000000  NOP	
;__Lib_System.c, 77 :: 		
0xBFC00018	0x70000000  NOP	
;__Lib_System.c, 78 :: 		
0xBFC0001C	0x70000000  NOP	
;__Lib_System.c, 79 :: 		
0xBFC00020	0x70000000  NOP	
;__Lib_System.c, 80 :: 		
0xBFC00024	0x70000000  NOP	
;__Lib_System.c, 81 :: 		
0xBFC00028	0x70000000  NOP	
;__Lib_System.c, 82 :: 		
0xBFC0002C	0x70000000  NOP	
;__Lib_System.c, 83 :: 		
0xBFC00030	0x70000000  NOP	
;__Lib_System.c, 84 :: 		
0xBFC00034	0x70000000  NOP	
;__Lib_System.c, 85 :: 		
0xBFC00038	0x70000000  NOP	
;__Lib_System.c, 86 :: 		
0xBFC0003C	0x70000000  NOP	
;__Lib_System.c, 87 :: 		
0xBFC00040	0x70000000  NOP	
;__Lib_System.c, 88 :: 		
0xBFC00044	0x70000000  NOP	
;__Lib_System.c, 89 :: 		
0xBFC00048	0x70000000  NOP	
;__Lib_System.c, 90 :: 		
0xBFC0004C	0x70000000  NOP	
;__Lib_System.c, 91 :: 		
0xBFC00050	0x70000000  NOP	
;__Lib_System.c, 94 :: 		
0xBFC00054	0x3C1DA001  LUI	SP, 40961
0xBFC00058	0x37BDFFFC  ORI	SP, SP, 65532
;__Lib_System.c, 95 :: 		
0xBFC0005C	0x3C01A000  LUI	GP, 40960
0xBFC00060	0x34218000  ORI	GP, GP, 32768
;__Lib_System.c, 99 :: 		
0xBFC00064	0x401E6002  MFC0	R30, 12, 2
;__Lib_System.c, 100 :: 		
0xBFC00068	0x03C0E00A  MOVZ	R28, R30, R0
;__Lib_System.c, 101 :: 		
0xBFC0006C	0x7FDB1E80  EXT	R27, R30, 26, 4
;__Lib_System.c, 102 :: 		
0xBFC00070	0x7F7E4984  INS	R30, R27, 6, 4
;__Lib_System.c, 103 :: 		
0xBFC00074	0x409E6002  MTC0	R30, 12, 2
;__Lib_System.c, 104 :: 		
0xBFC00078	0x41C10800  WRPGPR	GP, GP
;__Lib_System.c, 105 :: 		
0xBFC0007C	0x409C6002  MTC0	R28, 12, 2
;__Lib_System.c, 111 :: 		
0xBFC00080	0x3C02A421  LUI	R2, 42017
0xBFC00084	0x34420583  ORI	R2, R2, 1411
0xBFC00088	0x0040F00A  MOVZ	R30, R2, R0
0xBFC0008C	0x409E8000  MTC0	R30, 16, 0
;__Lib_System.c, 114 :: 		
0xBFC00090	0x0000100A  MOVZ	R2, R0, R0
0xBFC00094	0x0040F00A  MOVZ	R30, R2, R0
0xBFC00098	0x409E4800  MTC0	R30, 9, 0
;__Lib_System.c, 117 :: 		
0xBFC0009C	0x3C02FFFF  LUI	R2, 65535
0xBFC000A0	0x3442FFFF  ORI	R2, R2, 65535
0xBFC000A4	0x0040F00A  MOVZ	R30, R2, R0
0xBFC000A8	0x409E5800  MTC0	R30, 11, 0
;__Lib_System.c, 119 :: 		
0xBFC000AC	0x3C029FC0  LUI	R2, 40896
0xBFC000B0	0x34421000  ORI	R2, R2, 4096
0xBFC000B4	0x0040F00A  MOVZ	R30, R2, R0
0xBFC000B8	0x409E7801  MTC0	R30, 15, 1
;__Lib_System.c, 121 :: 		
0xBFC000BC	0x34020020  ORI	R2, R0, 32
0xBFC000C0	0x0040F00A  MOVZ	R30, R2, R0
0xBFC000C4	0x409E6001  MTC0	R30, 12, 1
;__Lib_System.c, 123 :: 		
0xBFC000C8	0x3C020400  LUI	R2, 1024
0xBFC000CC	0x0040F00A  MOVZ	R30, R2, R0
0xBFC000D0	0x409E6002  MTC0	R30, 12, 2
;__Lib_System.c, 124 :: 		
0xBFC000D4	0x0000100A  MOVZ	R2, R0, R0
0xBFC000D8	0x0040F00A  MOVZ	R30, R2, R0
0xBFC000DC	0x409E6003  MTC0	R30, 12, 3
;__Lib_System.c, 129 :: 		
0xBFC000E0	0x3C020010  LUI	R2, 16
0xBFC000E4	0x0040F00A  MOVZ	R30, R2, R0
0xBFC000E8	0x409E6000  MTC0	R30, 12, 0
;__Lib_System.c, 132 :: 		
0xBFC000EC	0x34020031  ORI	R2, R0, 49
0xBFC000F0	0x3C1EBF88  LUI	R30, 49032
0xBFC000F4	0xAFC24000  SW	R2, 16384(R30)
;__Lib_System.c, 137 :: 		
0xBFC000F8	0x34021000  ORI	R2, R0, 4096
0xBFC000FC	0x3C1EBF88  LUI	R30, 49032
0xBFC00100	0xAFC21000  SW	R2, 4096(R30)
;__Lib_System.c, 143 :: 		
0xBFC00104	0x3C020080  LUI	R2, 128
0xBFC00108	0x0040F00A  MOVZ	R30, R2, R0
0xBFC0010C	0x409E6800  MTC0	R30, 13, 0
;__Lib_System.c, 149 :: 		
0xBFC00110	0x3C1E9D00  LUI	R30, hi_addr(_main+0)
;__Lib_System.c, 150 :: 		
0xBFC00114	0x37DE0F30  ORI	R30, R30, lo_addr(_main+0)
;__Lib_System.c, 152 :: 		
0xBFC00118	0x03C00008  JR	R30
;__Lib_System.c, 153 :: 		
0xBFC0011C	0x70000000  NOP	
;__Lib_System.c, 155 :: 		
L_end___BootStartUp:
0xBFC00120	0x03E00008  JR	RA
0xBFC00124	0x27BD0004  ADDIU	SP, SP, 4
; end of ___BootStartUp
___BootGenExcept:
;__Lib_System.c, 56 :: 		
0x9D000FC8	0x27BDFFFC  ADDIU	SP, SP, -4
;__Lib_System.c, 57 :: 		
L___BootGenExcept6:
;__Lib_System.c, 58 :: 		
0x9D000FCC	0x0B4003F3  J	L___BootGenExcept6
0x9D000FD0	0x70000000  NOP	
;__Lib_System.c, 59 :: 		
L_end___BootGenExcept:
0x9D000FD4	0x27BD0004  ADDIU	SP, SP, 4
0x9D000FD8	0x42000018  ERET	
0x9D000FDC	0x70000000  NOP	
; end of ___BootGenExcept
___GenExcept:
;__Lib_System.c, 61 :: 		
0x9D000FE0	0x27BDFFFC  ADDIU	SP, SP, -4
;__Lib_System.c, 62 :: 		
L___GenExcept8:
;__Lib_System.c, 63 :: 		
0x9D000FE4	0x0B4003F9  J	L___GenExcept8
0x9D000FE8	0x70000000  NOP	
;__Lib_System.c, 64 :: 		
L_end___GenExcept:
0x9D000FEC	0x27BD0004  ADDIU	SP, SP, 4
0x9D000FF0	0x42000018  ERET	
0x9D000FF4	0x70000000  NOP	
; end of ___GenExcept
0x9D001248	0x03E0C80A  MOVZ	R25, RA, R0
0x9D00124C	0x3C17A000  LUI	R23, 40960
0x9D001250	0x36F70000  ORI	R23, R23, 0
0x9D001254	0x3C16A000  LUI	R22, 40960
0x9D001258	0x36D60015  ORI	R22, R22, 21
0x9D00125C	0x3C189D00  LUI	R24, 40192
0x9D001260	0x37181230  ORI	R24, R24, 4656
0x9D001264	0x0F40026A  JAL	___CC2DW
0x9D001268	0x70000000  NOP	
0x9D00126C	0x3C17A000  LUI	R23, 40960
0x9D001270	0x36F70018  ORI	R23, R23, 24
0x9D001274	0x3C16A000  LUI	R22, 40960
0x9D001278	0x36D60048  ORI	R22, R22, 72
0x9D00127C	0x3C189D00  LUI	R24, 40192
0x9D001280	0x371810CC  ORI	R24, R24, 4300
0x9D001284	0x0F40026A  JAL	___CC2DW
0x9D001288	0x70000000  NOP	
0x9D00128C	0x3C17A000  LUI	R23, 40960
0x9D001290	0x36F70015  ORI	R23, R23, 21
0x9D001294	0x3C16A000  LUI	R22, 40960
0x9D001298	0x36D60017  ORI	R22, R22, 23
0x9D00129C	0x3C189D00  LUI	R24, 40192
0x9D0012A0	0x37181245  ORI	R24, R24, 4677
0x9D0012A4	0x0F40026A  JAL	___CC2DW
0x9D0012A8	0x70000000  NOP	
0x9D0012AC	0x3C17A000  LUI	R23, 40960
0x9D0012B0	0x36F70048  ORI	R23, R23, 72
0x9D0012B4	0x3C16A000  LUI	R22, 40960
0x9D0012B8	0x36D60093  ORI	R22, R22, 147
0x9D0012BC	0x3C189D00  LUI	R24, 40192
0x9D0012C0	0x37181080  ORI	R24, R24, 4224
0x9D0012C4	0x0F40026A  JAL	___CC2DW
0x9D0012C8	0x70000000  NOP	
0x9D0012CC	0x0320F80A  MOVZ	RA, R25, R0
0x9D0012D0	0x03E00008  JR	RA
0x9D0012D4	0x70000000  NOP	
0x9D00133C	0x03E0C80A  MOVZ	R25, RA, R0
0x9D001340	0x3C17A000  LUI	R23, 40960
0x9D001344	0x36F70000  ORI	R23, R23, 0
0x9D001348	0x3C16A000  LUI	R22, 40960
0x9D00134C	0x36D600CC  ORI	R22, R22, 204
0x9D001350	0x0F400272  JAL	___FillZeros
0x9D001354	0x70000000  NOP	
0x9D001358	0x0320F80A  MOVZ	RA, R25, R0
0x9D00135C	0x03E00008  JR	RA
0x9D001360	0x70000000  NOP	
_InterruptTimerKeyboard:
;TIMER.c, 13 :: 		void InterruptTimerKeyboard() iv IVT_TIMER_4 ilevel 5 ics ICS_AUTO {
0x9D000FF8	0x27BDFFE8  ADDIU	SP, SP, -24
0x9D000FFC	0xAFBE000C  SW	R30, 12(SP)
0x9D001000	0x401E6002  MFC0	R30, 12, 2
0x9D001004	0xAFBE0008  SW	R30, 8(SP)
0x9D001008	0x401E7000  MFC0	R30, 14, 0
0x9D00100C	0xAFBE0004  SW	R30, 4(SP)
0x9D001010	0x401E6000  MFC0	R30, 12, 0
0x9D001014	0xAFBE0000  SW	R30, 0(SP)
0x9D001018	0x7C1E7844  INS	R30, R0, 1, 15
0x9D00101C	0x341E1400  ORI	R30, R0, 5120
0x9D001020	0x409E6000  MTC0	R30, 12, 0
0x9D001024	0xAFA20010  SW	R2, 16(SP)
0x9D001028	0xAFA30014  SW	R3, 20(SP)
0x9D00102C	0x27BDFFFC  ADDIU	SP, SP, -4
0x9D001030	0xAFBF0000  SW	RA, 0(SP)
;TIMER.c, 16 :: 		T4IF_bit         = 0;
0x9D001034	0x34020001  ORI	R2, R0, 0x0001
0x9D001038	0x3C1EBF88  LUI	R30, 49032
;TIMER.c, 19 :: 		Keyboard_Interrupt();
0x9D00103C	0x0F400297  JAL	_Keyboard_Interrupt+0
0x9D001040	0xA3C21036  SB	R2, 4150(R30)
;TIMER.c, 29 :: 		}//Fim do Timer da ProxInt()
L_end_InterruptTimerKeyboard:
0x9D001044	0x8FBF0000  LW	RA, 0(SP)
0x9D001048	0x27BD0004  ADDIU	SP, SP, 4
0x9D00104C	0x41606000  DI	
0x9D001050	0x000000C0  EHB	
0x9D001054	0x8FBE0004  LW	R30, 4(SP)
0x9D001058	0x409E7000  MTC0	R30, 14, 0
0x9D00105C	0x8FBE0000  LW	R30, 0(SP)
0x9D001060	0x409E6000  MTC0	R30, 12, 0
0x9D001064	0x8FBE0008  LW	R30, 8(SP)
0x9D001068	0x409E6002  MTC0	R30, 12, 2
0x9D00106C	0x8FA30014  LW	R3, 20(SP)
0x9D001070	0x8FA20010  LW	R2, 16(SP)
0x9D001074	0x8FBE000C  LW	R30, 12(SP)
0x9D001078	0x27BD0018  ADDIU	SP, SP, 24
0x9D00107C	0x42000018  ERET	
; end of _InterruptTimerKeyboard
_Keyboard_Interrupt:
;menu_lcd_read.h, 56 :: 		void Keyboard_Interrupt()
0x9D000A5C	0x27BDFFFC  ADDIU	SP, SP, -4
0x9D000A60	0xAFBF0000  SW	RA, 0(SP)
;menu_lcd_read.h, 59 :: 		if (T0_cntKEY < 250)          T0_cntKEY++;
0x9D000A64	0x90228017  LBU	R2, Offset(_T0_cntKEY+0)(GP)
0x9D000A68	0x2C4200FA  SLTIU	R2, R2, 250
0x9D000A6C	0x10400004  BEQ	R2, R0, L_Keyboard_Interrupt5
0x9D000A70	0x70000000  NOP	
L__Keyboard_Interrupt35:
0x9D000A74	0x90228017  LBU	R2, Offset(_T0_cntKEY+0)(GP)
0x9D000A78	0x24420001  ADDIU	R2, R2, 1
0x9D000A7C	0xA0228017  SB	R2, Offset(_T0_cntKEY+0)(GP)
L_Keyboard_Interrupt5:
;menu_lcd_read.h, 61 :: 		if (T0_cntKEY > 10/*0,3s com a tecla "travada"*/)
0x9D000A80	0x90228017  LBU	R2, Offset(_T0_cntKEY+0)(GP)
0x9D000A84	0x2C42000B  SLTIU	R2, R2, 11
0x9D000A88	0x14400009  BNE	R2, R0, L_Keyboard_Interrupt6
0x9D000A8C	0x70000000  NOP	
L__Keyboard_Interrupt36:
;menu_lcd_read.h, 64 :: 		keyPressed = KeyReading();
0x9D000A90	0x0F4000EB  JAL	_KeyReading+0
0x9D000A94	0x70000000  NOP	
0x9D000A98	0xA0228016  SB	R2, Offset(_keyPressed+0)(GP)
;menu_lcd_read.h, 65 :: 		if (keyPressed != key_NULL) {
0x9D000A9C	0x304300FF  ANDI	R3, R2, 255
0x9D000AA0	0x3402005F  ORI	R2, R0, 95
0x9D000AA4	0x10620002  BEQ	R3, R2, L_Keyboard_Interrupt7
0x9D000AA8	0x70000000  NOP	
L__Keyboard_Interrupt38:
;menu_lcd_read.h, 67 :: 		T0_cntKEY = 0;
0x9D000AAC	0xA0208017  SB	R0, Offset(_T0_cntKEY+0)(GP)
;menu_lcd_read.h, 71 :: 		}
L_Keyboard_Interrupt7:
;menu_lcd_read.h, 72 :: 		}
L_Keyboard_Interrupt6:
;menu_lcd_read.h, 73 :: 		}
L_end_Keyboard_Interrupt:
0x9D000AB0	0x8FBF0000  LW	RA, 0(SP)
0x9D000AB4	0x03E00008  JR	RA
0x9D000AB8	0x27BD0004  ADDIU	SP, SP, 4
; end of _Keyboard_Interrupt
_KeyReading:
;menu_lcd_read.h, 24 :: 		char KeyReading()
0x9D0003AC	0x27BDFFFC  ADDIU	SP, SP, -4
0x9D0003B0	0xAFBF0000  SW	RA, 0(SP)
;menu_lcd_read.h, 27 :: 		if (TeclaMais()     == _TC_ON)   return(key_MAIS);
0x9D0003B4	0x0F40008D  JAL	_TeclaMais+0
0x9D0003B8	0x70000000  NOP	
0x9D0003BC	0x304200FF  ANDI	R2, R2, 255
0x9D0003C0	0x14400003  BNE	R2, R0, L_KeyReading0
0x9D0003C4	0x70000000  NOP	
L__KeyReading28:
0x9D0003C8	0x0B400111  J	L_end_KeyReading
0x9D0003CC	0x3402002B  ORI	R2, R0, 43
L_KeyReading0:
;menu_lcd_read.h, 28 :: 		if (TeclaMenos()    == _TC_ON)   return(key_MENOS);
0x9D0003D0	0x0F400092  JAL	_TeclaMenos+0
0x9D0003D4	0x70000000  NOP	
